CustomerID,PhoneNum,Email,,State,Country,Gender,Upd_JoinDate,Upd_LastPurchDate,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Upd_AccCreationDate,AccountStatus,Upd_LastUpdateDate,Updated_Referrer_Id,Domain of mail,Sum of Age,Sum of TotalSpent,Sum of LoyaltyPoints,Sum of PurchaseFrequency,Sum of FeedbackRating,Sum of OrderWise
Cust_2625,517-520-1981,richard.torres@outlook.com,,West Virginia,Syrian Arab Republic,Female,23-Oct-24,23-Oct-24,Platinum,Cash,Others,23-Oct-24,Active,04-Jul-24,Cust_2625,outlook.com,25,4357.03,297,6,1.8,2625
Cust_2626,624-309-8112,debra.larson@yahoo.com,,Mississippi,French Guiana,Female,19-Sep-24,05-Jan-24,Platinum,Cash,Married,01-Mar-24,Active,23-Aug-24,Cust_2626,yahoo.com,44,917.3,396,6,2.9,2626
Cust_2627,620-683-1205,paul.george@yahoo.com,,California,Iran,Other,23-Oct-24,26-Jan-24,Bronze,Cash,Single,23-Oct-24,Inactive,23-Apr-24,Cust_230,yahoo.com,61,2259.97,204,6,4.6,2627
Cust_2628,995-625-4590,james.villa@gmail.com,,Nebraska,Turkey,Female,08-Apr-24,23-Oct-24,Silver,Debit Card,Single,05-Mar-24,Active,31-Mar-24,Cust_2277,gmail.com,44,6634.91,250,6,2.9,2628
Cust_2629,840-525-9574,desiree.west@gmail.com,,North Dakota,Montserrat,Female,23-Oct-24,23-Oct-24,Silver,Credit Card,Divorced,23-Oct-24,Active,07-Jul-24,Cust_2629,gmail.com,56,5306.33,250,5,2.9,2629
Cust_2630,333-776-9519,mary.sanders@gmail.com,,South Carolina,Antigua and Barbuda,Female,23-Oct-24,07-Apr-24,Platinum,PayPal,Married,23-Oct-24,Active,20-Jul-24,Cust_2630,gmail.com,44,5522.36,139,6,2.9,2630
Cust_2631,787-928-3980,jasmine.harrison@outlook.com,,Tennessee,Vanuatu,Other,23-Oct-24,19-Jul-24,Bronze,Credit Card,Others,23-Oct-24,Active,02-Jun-24,Cust_2631,outlook.com,44,9941.77,37,6,2.9,2631
Cust_2632,900-508-8163,donna.johnson@gmail.com,,Virginia,United States Minor Outlying Islands,Female,01-Sep-24,17-Sep-24,Gold,PayPal,Single,23-Oct-24,Active,17-Jan-24,Cust_2632,gmail.com,56,5847.64,328,4,1.4,2632
Cust_2633,428-214-0552,paige.reeves@gmail.com,,Michigan,United Kingdom,Other,23-Oct-24,23-Aug-24,Platinum,PayPal,Married,23-Oct-24,Active,09-Jan-24,Cust_5942,gmail.com,18,4231.69,250,6,2.9,2633
Cust_2634,188-494-5969,dana.hodge@outlook.com,,Colorado,Marshall Islands,Other,22-May-24,23-Oct-24,Platinum,PayPal,Married,07-Jun-24,Active,18-Sep-24,Cust_2634,outlook.com,56,6343.66,114,11,2.9,2634
Cust_2635,231-461-4522,matthew.watkins@gmail.com,,Wyoming,Malta,Male,23-Oct-24,21-Feb-24,Bronze,Credit Card,Married,23-Jul-24,Active,04-Jul-24,Cust_6277,gmail.com,44,8048.51,352,9,2.4,2635
Cust_2636,135-566-2983,jennifer.freeman@yahoo.com,,Utah,North Macedonia,Male,23-Oct-24,09-Apr-24,Gold,Debit Card,Others,27-Sep-24,Active,13-Sep-24,Cust_9818,yahoo.com,58,4287.25,250,1,2.9,2636
Cust_2637,549-205-1835,mark.davis@yahoo.com,,Maryland,Kuwait,Female,23-Oct-24,23-Oct-24,Silver,Cash,Married,23-Oct-24,Inactive,31-Jan-24,Cust_2637,yahoo.com,46,7347.42,250,6,2.9,2637
Cust_2638,620-968-1564,sarah.austin@yahoo.com,,Nevada,Tanzania,Male,18-Jun-24,23-Oct-24,Platinum,Credit Card,Married,22-Jun-24,Inactive,01-Sep-24,Cust_883,yahoo.com,45,3945.87,250,6,2.9,2638
Cust_2639,980-555-3048,jaime.brown@yahoo.com,,Minnesota,Ukraine,Female,23-Oct-24,28-Sep-24,Others,Cash,Single,23-Oct-24,Inactive,15-Jul-24,Cust_6098,yahoo.com,44,3008.42,250,6,2.9,2639
Cust_2640,556-613-0942,daniel.davies@yahoo.com,,Virginia,New Caledonia,Male,23-Oct-24,23-Oct-24,Gold,Cash,Others,23-May-24,Inactive,07-Apr-24,Cust_1142,yahoo.com,44,8937.86,250,7,2.9,2640
Cust_2641,974-753-3381,erica.townsend@yahoo.com,,Michigan,India,Male,23-Oct-24,23-Oct-24,Gold,Cash,Divorced,23-Oct-24,Inactive,11-Oct-24,Cust_2641,yahoo.com,44,5581.13,125,3,4.7,2641
Cust_2642,491-434-8223,gary.santiago@yahoo.com,,Wisconsin,Ethiopia,Female,23-Oct-24,23-Oct-24,Others,Cash,Divorced,23-Oct-24,Active,24-Jan-24,Cust_2642,yahoo.com,44,9801.56,250,6,2.9,2642
Cust_2643,356-596-9077,randy.brewer@outlook.com,,Alaska,Yemen,Male,18-May-24,18-Apr-24,Others,Cash,Married,24-Apr-24,Active,18-Feb-24,Cust_2643,outlook.com,51,8477.46,143,3,2.9,2643
Cust_2644,851-923-3553,jessica.williams@yahoo.com,,Washington,Solomon Islands,Male,28-Mar-24,03-Mar-24,Silver,Credit Card,Others,23-Oct-24,Active,22-Feb-24,Cust_2644,yahoo.com,60,1257.91,144,7,3.5,2644
Cust_2645,975-321-3482,chelsea.nicholson@yahoo.com,,Maine,Nicaragua,Other,23-Oct-24,24-Jul-24,Platinum,PayPal,Divorced,13-Mar-24,Active,20-Feb-24,Cust_9788,yahoo.com,44,3124.47,296,5,2.9,2645
Cust_2646,592-831-1209,juan.kennedy@yahoo.com,,Utah,Jordan,Female,14-Jun-24,23-Oct-24,Bronze,Debit Card,Single,07-Jul-24,Active,16-Feb-24,Cust_7669,yahoo.com,44,8849.24,250,8,5,2646
Cust_2647,193-557-6724,barbara.garrett@gmail.com,,Arizona,Palau,Other,19-Jan-24,23-Oct-24,Silver,PayPal,Single,23-Oct-24,Active,24-Jul-24,Cust_1523,gmail.com,44,9330.92,250,12,2.9,2647
Cust_2648,765-288-9888,timothy.stewart@gmail.com,,Iowa,Fiji,Male,23-Oct-24,23-Oct-24,Platinum,Cash,Single,23-Oct-24,Inactive,16-Mar-24,Cust_5125,gmail.com,44,2397.81,97,6,2.9,2648
Cust_2649,843-652-1837,isabel.chandler@gmail.com,,Virginia,American Samoa,Male,04-May-24,13-Apr-24,Gold,Debit Card,Divorced,17-Jun-24,Active,10-Sep-24,Cust_8552,gmail.com,44,3948.24,20,3,2.9,2649
Cust_2650,423-935-4707,christopher.velasquez@yahoo.com,,Delaware,Saudi Arabia,Female,23-Oct-24,14-Apr-24,Platinum,Debit Card,Divorced,27-Feb-24,Inactive,22-Jul-24,Cust_683,yahoo.com,67,415.16,74,3,1.6,2650
Cust_2651,450-776-7773,margaret.green@gmail.com,,Alaska,Russian Federation,Male,12-Apr-24,23-Oct-24,Bronze,Debit Card,Married,23-Oct-24,Inactive,13-Jun-24,Cust_9484,gmail.com,58,4541.19,354,8,4.2,2651
Cust_2652,732-504-1520,michelle.hill@gmail.com,,Kentucky,Rwanda,Male,19-Jun-24,23-Oct-24,Others,PayPal,Married,23-Oct-24,Active,19-Jul-24,Cust_2652,gmail.com,44,5660.2,250,2,1.3,2652
Cust_2653,609-838-3891,christina.gutierrez@outlook.com,,Maryland,Burkina Faso,Other,23-May-24,16-Sep-24,Bronze,PayPal,Others,26-Feb-24,Active,14-Jul-24,Cust_2653,outlook.com,44,9803.43,250,12,2.5,2653
Cust_2654,001-580-2666,melissa.wright@outlook.com,,Wisconsin,Uzbekistan,Male,23-Oct-24,23-Oct-24,Platinum,PayPal,Married,02-Jan-24,Active,15-Jul-24,Cust_9350,outlook.com,44,6910.05,310,10,4.1,2654
Cust_2655,455-458-4304,laurie.peters@gmail.com,,Utah,San Marino,Other,15-May-24,04-May-24,Others,Cash,Others,04-Jun-24,Active,13-May-24,Cust_2655,gmail.com,58,3198.87,250,6,3.1,2655
Cust_2656,358-455-9619,dustin.lawrence@gmail.com,,Nevada,Saudi Arabia,Other,28-Jul-24,24-May-24,Others,Debit Card,Others,23-Oct-24,Active,14-Mar-24,Cust_2656,gmail.com,44,2730.27,307,2,4.5,2656
Cust_2657,321-409-8126,david.brown@yahoo.com,,Texas,Libyan Arab Jamahiriya,Other,02-Aug-24,23-Oct-24,Others,PayPal,Divorced,07-Feb-24,Inactive,10-Jan-24,Cust_6950,yahoo.com,44,6878.3,148,6,4.9,2657
Cust_2658,185-242-8168,scott.moore@yahoo.com,,Alaska,Palau,Female,12-Aug-24,23-Oct-24,Gold,PayPal,Others,28-Apr-24,Inactive,20-Apr-24,Cust_2658,yahoo.com,47,9578.31,250,8,1.6,2658
Cust_2659,339-552-9575,grant.kerr@yahoo.com,,South Dakota,Poland,Male,23-Oct-24,06-May-24,Gold,Credit Card,Divorced,23-Oct-24,Active,06-Jul-24,Cust_2254,yahoo.com,70,5083.3,268,4,2.5,2659
Cust_2660,496-593-1558,amy.williams@yahoo.com,,New Mexico,United States Virgin Islands,Male,27-Jun-24,07-Apr-24,Bronze,Cash,Married,23-Oct-24,Active,01-May-24,Cust_2660,yahoo.com,44,5171.22,300,6,2.5,2660
Cust_2661,334-967-2596,cindy.reynolds@gmail.com,,Connecticut,Antigua and Barbuda,Other,15-Feb-24,23-Oct-24,Bronze,Credit Card,Divorced,23-Oct-24,Active,02-Mar-24,Cust_5138,gmail.com,29,1928.24,326,5,4.3,2661
Cust_2662,313-709-7290,cody.johnson@outlook.com,,Washington,Botswana,Other,23-Oct-24,23-Oct-24,Bronze,Cash,Divorced,05-Aug-24,Active,14-Mar-24,Cust_4649,outlook.com,31,5841.07,207,5,4.9,2662
Cust_2663,175-354-8752,ashley.bradford@outlook.com,,Rhode Island,Aruba,Other,23-Oct-24,23-Oct-24,Platinum,PayPal,Single,19-Feb-24,Active,03-Jul-24,Cust_2663,outlook.com,44,5897.7,250,6,2.9,2663
Cust_2664,765-814-1425,heather.munoz@outlook.com,,Montana,Martinique,Other,10-Aug-24,23-Oct-24,Bronze,Debit Card,Single,23-Oct-24,Inactive,17-May-24,Cust_2664,outlook.com,44,7604.25,250,7,2.9,2664
Cust_2665,740-801-6959,stephanie.stewart@gmail.com,,Alabama,Nigeria,Male,23-Oct-24,20-Apr-24,Platinum,PayPal,Married,23-Oct-24,Active,11-Apr-24,Cust_4087,gmail.com,25,415.77,301,11,2.9,2665
Cust_2666,001-656-6756,cheryl.gaines@yahoo.com,,Maine,Norfolk Island,Other,08-Feb-24,23-Oct-24,Others,Debit Card,Others,23-Oct-24,Active,24-Apr-24,Cust_2666,yahoo.com,62,4534.91,333,6,1.8,2666
Cust_2667,153-527-2433,edwin.thomas@gmail.com,,Maryland,Botswana,Other,23-Oct-24,21-Jul-24,Others,Debit Card,Divorced,23-Oct-24,Active,04-Oct-24,Cust_2667,gmail.com,24,7650.73,250,6,2.9,2667
Cust_2668,427-338-7186,andrew.jimenez@gmail.com,,Utah,Niger,Other,23-Oct-24,28-Jun-24,Silver,PayPal,Others,23-Oct-24,Active,11-Mar-24,Cust_2781,gmail.com,44,1930.36,250,6,2.9,2668
Cust_2669,887-785-7304,brittney.holmes@yahoo.com,,Idaho,Trinidad and Tobago,Female,15-May-24,23-Oct-24,Silver,Credit Card,Single,23-Oct-24,Inactive,21-Mar-24,Cust_2669,yahoo.com,44,9841.98,166,6,2.9,2669
Cust_2670,754-289-6399,crystal.guzman@yahoo.com,,Illinois,Saudi Arabia,Female,20-Aug-24,23-Oct-24,Platinum,Credit Card,Others,23-Oct-24,Active,21-Aug-24,Cust_5536,yahoo.com,54,8410.97,303,4,3.8,2670
Cust_2671,168-494-0398,erika.adkins@gmail.com,,Texas,Portugal,Other,21-Apr-24,07-May-24,Silver,PayPal,Married,25-Feb-24,Active,24-Sep-24,Cust_2671,gmail.com,44,9749.97,499,9,2.9,2671
Cust_2672,367-961-1619,vicki.young@gmail.com,,Georgia,French Polynesia,Other,23-Oct-24,29-May-24,Platinum,Debit Card,Single,04-Oct-24,Active,23-Aug-24,Cust_741,gmail.com,44,6848.07,250,6,3.4,2672
Cust_2673,441-864-1785,sarah.clark@yahoo.com,,Massachusetts,Switzerland,Male,23-Oct-24,23-Oct-24,Platinum,Debit Card,Married,23-Oct-24,Active,30-Aug-24,Cust_2673,yahoo.com,52,5786.43,431,6,3.7,2673
Cust_2674,491-975-0954,amy.green@yahoo.com,,New Mexico,Guinea,Other,24-Aug-24,23-Oct-24,Bronze,Credit Card,Others,10-Jul-24,Active,14-Jun-24,Cust_9519,yahoo.com,44,4829.24,401,3,2.9,2674
Cust_2675,688-875-7974,neil.thomas@gmail.com,,West Virginia,Comoros,Other,23-Oct-24,02-Aug-24,Bronze,PayPal,Married,08-Aug-24,Active,11-Jun-24,Cust_2675,gmail.com,44,3189.1,250,1,1.3,2675
Cust_2676,001-716-6924,kathy.huang@outlook.com,,Vermont,Canada,Other,23-Oct-24,14-Aug-24,Silver,Credit Card,Single,23-Oct-24,Active,23-Jun-24,Cust_2676,outlook.com,44,1269.06,250,7,2.9,2676
Cust_2677,773-842-1259,tracy.diaz@gmail.com,,West Virginia,Qatar,Female,23-Oct-24,23-Oct-24,Silver,Credit Card,Others,11-Jul-24,Active,14-May-24,Cust_2677,gmail.com,29,7371.36,250,6,1.6,2677
Cust_2678,112-31-,jason.garza@gmail.com,,Texas,Djibouti,Male,23-Oct-24,23-Oct-24,Bronze,PayPal,Others,23-Oct-24,Active,17-Jan-24,Cust_1410,gmail.com,44,7282.19,250,4,2.9,2678
Cust_2679,138-775-1188,joel.mosley@outlook.com,,Louisiana,Cambodia,Male,23-Oct-24,11-Jun-24,Platinum,PayPal,Married,23-Oct-24,Active,26-Jan-24,Cust_2679,outlook.com,44,2940.23,268,6,4.7,2679
Cust_2680,001-309-6787,robert.howard@gmail.com,,North Dakota,Norfolk Island,Male,23-Oct-24,23-Oct-24,Silver,Debit Card,Divorced,06-Oct-24,Active,31-May-24,Cust_9103,gmail.com,44,3320.11,114,6,2.9,2680
Cust_2681,970-228-1154,amy.farmer@gmail.com,,Minnesota,United States of America,Other,07-Jun-24,31-Jan-24,Gold,Debit Card,Divorced,23-Oct-24,Active,10-Feb-24,Cust_2681,gmail.com,44,2585.56,139,9,2.9,2681
Cust_2682,587-5-,ralph.brown@gmail.com,,Indiana,Tajikistan,Other,06-Mar-24,11-Oct-24,Silver,PayPal,Divorced,23-Oct-24,Active,27-Jun-24,Cust_3278,gmail.com,44,9169.78,250,6,2.1,2682
Cust_2683,150-040-3378,dennis.hunter@outlook.com,,Louisiana,Macao,Male,23-Oct-24,30-Apr-24,Bronze,PayPal,Married,23-Oct-24,Active,31-May-24,Cust_2683,outlook.com,42,6347.85,250,9,2.9,2683
Cust_2684,001-460-2443,ashley.simmons@gmail.com,,Ohio,Cayman Islands,Other,23-Oct-24,23-Oct-24,Gold,Credit Card,Married,23-Oct-24,Inactive,30-Jun-24,Cust_756,gmail.com,44,1060.17,250,7,1.4,2684
Cust_2685,291-865-1154,thomas.jackson@outlook.com,,Michigan,Tunisia,Male,25-Aug-24,01-Oct-24,Bronze,Credit Card,Single,25-Sep-24,Inactive,29-Aug-24,Cust_2616,outlook.com,44,2053.46,250,6,1.6,2685
Cust_2686,383-483-1431,anthony.christensen@gmail.com,,Texas,Palau,Male,18-Aug-24,23-Oct-24,Gold,Debit Card,Married,23-Oct-24,Active,05-Oct-24,Cust_7105,gmail.com,70,1761.09,250,6,2.9,2686
Cust_2687,913-330-1713,kathleen.anderson@gmail.com,,Wyoming,Antigua and Barbuda,Female,10-Oct-24,23-Oct-24,Others,PayPal,Married,23-Oct-24,Active,22-Mar-24,Cust_484,gmail.com,44,712.52,146,2,4,2687
Cust_2688,744-918-0235,jonathan.braun@outlook.com,,South Dakota,Brunei Darussalam,Female,23-Oct-24,23-Oct-24,Silver,Cash,Single,30-May-24,Inactive,29-Jun-24,Cust_2688,outlook.com,33,9379.47,250,6,2.5,2688
Cust_2689,250-715-8436,michelle.thompson@gmail.com,,Louisiana,Saint Barthelemy,Female,23-Oct-24,23-Oct-24,Platinum,Debit Card,Married,23-Oct-24,Active,03-Apr-24,Cust_2804,gmail.com,44,8721.88,250,3,4.5,2689
Cust_2690,001-642-3453,dakota.le@yahoo.com,,Alaska,Netherlands Antilles,Male,15-Feb-24,04-Feb-24,Bronze,Cash,Single,16-Aug-24,Active,29-May-24,Cust_2690,yahoo.com,44,7140.89,425,6,2.9,2690
Cust_2691,001-490-9429,bianca.howard@gmail.com,,Iowa,Qatar,Female,10-Jul-24,23-Oct-24,Gold,PayPal,Divorced,26-Feb-24,Active,06-May-24,Cust_2691,gmail.com,56,3548.72,326,6,2.9,2691
Cust_2692,001-311-5140,rodney.gutierrez@gmail.com,,Pennsylvania,South Africa,Other,23-Oct-24,23-Oct-24,Silver,Cash,Divorced,27-May-24,Inactive,23-Mar-24,Cust_1734,gmail.com,39,3667.19,250,4,1.6,2692
Cust_2693,266-773-1502,nicole.andrews@outlook.com,,Montana,San Marino,Other,31-Mar-24,19-Aug-24,Others,Cash,Single,13-Jun-24,Active,09-Apr-24,Cust_8556,outlook.com,56,7100.84,318,10,3.4,2693
Cust_2694,607-654-3122,sarah.johnson@outlook.com,,Louisiana,Austria,Female,04-Sep-24,23-Oct-24,Gold,Credit Card,Others,23-Oct-24,Active,12-Feb-24,Cust_6934,outlook.com,49,1802.71,250,6,2.2,2694
Cust_2695,873-927-3774,christopher.miller@yahoo.com,,Oklahoma,Nauru,Other,09-Sep-24,23-Oct-24,Bronze,Cash,Divorced,23-Oct-24,Active,30-Aug-24,Cust_2695,yahoo.com,32,9093.6,359,7,4.7,2695
Cust_2696,438-403-8870,jennifer.lowe@yahoo.com,,Nevada,French Southern Territories,Male,17-Feb-24,23-Oct-24,Silver,PayPal,Others,27-May-24,Inactive,26-Jun-24,Cust_6668,yahoo.com,52,5940.5,63,11,3.1,2696
Cust_2697,517-811-9702,colton.phelps@gmail.com,,Virginia,Jersey,Other,07-Oct-24,24-Jul-24,Platinum,Cash,Divorced,22-Jul-24,Inactive,20-Mar-24,Cust_2697,gmail.com,44,6225.64,250,12,2.9,2697
Cust_2698,545-935-9615,tyler.hernandez@gmail.com,,Alabama,Reunion,Female,23-Feb-24,30-Mar-24,Bronze,Credit Card,Divorced,23-Oct-24,Active,26-Jan-24,Cust_2698,gmail.com,57,4269.64,326,6,4.1,2698
Cust_2699,955-439-9229,paige.morales@gmail.com,,Mississippi,Hong Kong,Other,23-Oct-24,23-Oct-24,Others,Debit Card,Single,26-Apr-24,Inactive,03-Mar-24,Cust_2699,gmail.com,44,3951.74,250,6,2.9,2699
Cust_2700,736-514-7224,patrick.peterson@yahoo.com,,Indiana,Mayotte,Male,01-Jul-24,23-Oct-24,Silver,Cash,Divorced,09-Mar-24,Active,19-Aug-24,Cust_2700,yahoo.com,44,174.68,250,6,2.9,2700
Cust_2701,583-436-2150,jennifer.proctor@yahoo.com,,South Carolina,Palau,Other,23-Oct-24,17-Sep-24,Gold,Cash,Married,15-Jan-24,Active,03-Oct-24,Cust_9121,yahoo.com,18,4820.08,250,3,4.7,2701
Cust_2702,001-984-5987,james.barnes@gmail.com,,Wisconsin,Finland,Male,11-Apr-24,11-Jun-24,Others,Credit Card,Divorced,23-Oct-24,Inactive,22-Jun-24,Cust_2702,gmail.com,44,4355.94,424,6,3.8,2702
Cust_2703,636-7-,kimberly.sanchez@yahoo.com,,Alaska,Iceland,Other,23-Oct-24,13-Jun-24,Gold,Credit Card,Single,02-May-24,Inactive,17-Jul-24,Cust_2703,yahoo.com,39,9984.46,250,6,2.9,2703
Cust_2704,452-8-,vincent.cardenas@yahoo.com,,Tennessee,Aruba,Male,23-Oct-24,23-Oct-24,Gold,Credit Card,Others,05-Aug-24,Active,01-Oct-24,Cust_2704,yahoo.com,67,8585.64,129,6,2.9,2704
Cust_2705,001-742-9638,samantha.duffy@yahoo.com,,North Carolina,Myanmar,Male,23-Oct-24,23-Oct-24,Gold,PayPal,Others,23-Oct-24,Active,26-Mar-24,Cust_3592,yahoo.com,44,8194.99,250,8,2.9,2705
Cust_2706,262-274-3830,julian.dominguez@outlook.com,,Virginia,Benin,Female,23-Oct-24,23-Oct-24,Silver,Debit Card,Divorced,23-Oct-24,Active,12-Sep-24,Cust_7197,outlook.com,44,9319.98,250,6,2.9,2706
Cust_2707,297-561-3289,katelyn.brown@gmail.com,,New Jersey,Chad,Female,06-Apr-24,23-Oct-24,Platinum,Cash,Single,23-Oct-24,Active,21-Jan-24,Cust_2707,gmail.com,44,8394.74,292,6,2.5,2707
Cust_2708,001-877-6239,sandra.morales@gmail.com,,South Dakota,Nicaragua,Other,17-Jan-24,23-Oct-24,Platinum,Debit Card,Married,23-Oct-24,Inactive,02-Jun-24,Cust_3039,gmail.com,47,2217.4,113,7,2.9,2708
Cust_2709,215-814-6535,veronica.torres@yahoo.com,,Illinois,Liechtenstein,Other,25-Jul-24,23-Oct-24,Bronze,Cash,Others,24-Jun-24,Inactive,15-Apr-24,Cust_2709,yahoo.com,30,9846.51,250,6,3.3,2709
Cust_2710,350-774-9559,mark.smith@gmail.com,,Delaware,Kazakhstan,Male,23-Oct-24,23-Oct-24,Platinum,Cash,Married,04-Aug-24,Inactive,04-Sep-24,Cust_8698,gmail.com,25,3721.26,310,6,2.9,2710
Cust_2711,001-857-4359,david.miller@gmail.com,,Iowa,Lao People's Democratic Republic,Other,31-May-24,23-Oct-24,Gold,Credit Card,Others,30-Jan-24,Active,12-May-24,Cust_3635,gmail.com,44,9279.84,250,6,3.3,2711
Cust_2712,279-234-3244,manuel.mooney@yahoo.com,,Maryland,Burundi,Male,23-Oct-24,23-Oct-24,Platinum,Debit Card,Others,02-May-24,Active,05-May-24,Cust_9746,yahoo.com,44,6573.73,250,6,2.9,2712
Cust_2713,001-839-8816,brianna.nguyen@gmail.com,,Oregon,Netherlands Antilles,Male,23-Oct-24,23-Oct-24,Bronze,PayPal,Others,02-Apr-24,Active,16-Aug-24,Cust_2713,gmail.com,18,4717.22,250,6,3.3,2713
Cust_2714,544-971-5961,michelle.soto@gmail.com,,Virginia,Malawi,Male,23-Oct-24,23-Oct-24,Bronze,Credit Card,Others,28-May-24,Active,11-Sep-24,Cust_6566,gmail.com,44,6138.11,250,6,2.9,2714
Cust_2715,322-867-2115,timothy.horn@gmail.com,,Tennessee,Martinique,Female,23-Oct-24,23-Oct-24,Silver,Cash,Single,23-Oct-24,Active,14-Mar-24,Cust_2715,gmail.com,44,301.72,380,7,4.7,2715
Cust_2716,553-230-9194,melissa.swanson@yahoo.com,,Virginia,Venezuela,Other,23-Oct-24,18-Apr-24,Platinum,PayPal,Divorced,23-Oct-24,Active,17-Aug-24,Cust_9354,yahoo.com,64,5570.44,459,1,3.8,2716
Cust_2717,313-951-7524,monique.woodward@yahoo.com,,New York,Martinique,Other,23-Oct-24,23-Oct-24,Bronze,PayPal,Married,23-Oct-24,Inactive,30-Aug-24,Cust_5253,yahoo.com,39,9964.78,40,12,2.3,2717
Cust_2718,803-345-0567,carol.beck@gmail.com,,Nebraska,Belgium,Other,23-Oct-24,11-Apr-24,Platinum,Cash,Divorced,08-Mar-24,Active,16-Sep-24,Cust_2718,gmail.com,44,3930.72,159,6,1.4,2718
Cust_2719,464-380-9350,james.miller@yahoo.com,,Georgia,Montserrat,Female,24-May-24,16-Sep-24,Others,Cash,Single,23-Oct-24,Inactive,29-Jul-24,Cust_3311,yahoo.com,44,7206.29,250,8,2.9,2719
Cust_2720,128-555-6274,felicia.morgan@gmail.com,,Alaska,Benin,Male,23-Oct-24,23-Oct-24,Platinum,Cash,Single,23-Oct-24,Active,13-Jul-24,Cust_5583,gmail.com,55,9975.11,250,8,1.8,2720
Cust_2721,214-391-3977,robert.campbell@gmail.com,,South Carolina,Samoa,Male,23-Oct-24,18-Feb-24,Others,Debit Card,Married,07-Aug-24,Active,21-Aug-24,Cust_8278,gmail.com,62,2387.05,144,6,2.8,2721
Cust_2722,187-471-9020,faith.russo@outlook.com,,South Carolina,Georgia,Other,23-Oct-24,14-Sep-24,Gold,PayPal,Others,23-Oct-24,Active,07-Oct-24,Cust_2855,outlook.com,47,2376.19,103,5,1.7,2722
Cust_2723,120-057-1925,amy.mcgrath@yahoo.com,,Wyoming,Guyana,Male,07-Aug-24,15-May-24,Others,Debit Card,Single,23-Oct-24,Inactive,01-Aug-24,Cust_5427,yahoo.com,44,2575.81,250,6,2.9,2723
Cust_2724,497-299-4245,corey.palmer@yahoo.com,,Missouri,Martinique,Male,23-Oct-24,20-Jun-24,Platinum,Debit Card,Married,23-Oct-24,Active,02-Oct-24,Cust_2724,yahoo.com,44,9095.68,250,8,4.8,2724
Cust_2725,491-345-7583,john.rodriguez@gmail.com,,Colorado,Micronesia,Female,23-Oct-24,23-Oct-24,Platinum,Credit Card,Single,23-Oct-24,Active,17-Feb-24,Cust_2725,gmail.com,42,6898.62,363,11,2.9,2725
Cust_2726,593-231-7030,william.moore@yahoo.com,,Tennessee,Saint Kitts and Nevis,Other,23-Oct-24,26-Mar-24,Gold,Credit Card,Divorced,23-Oct-24,Inactive,25-Feb-24,Cust_2726,yahoo.com,52,1739.3,250,6,2.9,2726
Cust_2727,885-951-0729,robin.thompson@yahoo.com,,Kansas,Greece,Other,12-May-24,23-Oct-24,Bronze,Credit Card,Divorced,23-Oct-24,Active,03-Aug-24,Cust_9912,yahoo.com,44,6686.97,250,6,1.5,2727
Cust_2728,201-287-4315,john.smith@gmail.com,,Pennsylvania,Nicaragua,Male,23-Oct-24,20-Aug-24,Bronze,Debit Card,Married,28-Aug-24,Inactive,01-Jan-24,Cust_2728,gmail.com,19,2435.27,250,6,2.9,2728
Cust_2729,001-920-9198,mary.martinez@yahoo.com,,South Dakota,Puerto Rico,Male,23-Oct-24,23-Oct-24,Silver,PayPal,Single,05-Jul-24,Inactive,11-Jan-24,Cust_2729,yahoo.com,44,1020.27,250,6,1.9,2729
Cust_2730,121-774-8899,christopher.webster@yahoo.com,,Illinois,Sri Lanka,Male,23-Oct-24,12-Aug-24,Bronze,Credit Card,Others,23-Oct-24,Active,18-Mar-24,Cust_2730,yahoo.com,44,3725.44,250,6,2.9,2730
Cust_2731,715-706-3920,dawn.miller@gmail.com,,Georgia,Korea,Other,11-Feb-24,23-Oct-24,Bronze,Debit Card,Single,23-Oct-24,Active,15-Mar-24,Cust_2731,gmail.com,44,3918.61,250,6,2.9,2731
Cust_2732,001-806-9765,nathan.hayes@yahoo.com,,California,Libyan Arab Jamahiriya,Female,23-Oct-24,23-Oct-24,Silver,Cash,Single,23-Oct-24,Inactive,03-Jul-24,Cust_2732,yahoo.com,44,4394.09,250,6,5,2732
Cust_2733,244-470-7984,justin.shepard@outlook.com,,South Dakota,Antarctica (the territory South of 60 deg S),Female,23-Oct-24,23-May-24,Gold,Credit Card,Divorced,23-Oct-24,Active,02-Apr-24,Cust_2268,outlook.com,44,7298.59,390,11,2.9,2733
Cust_2734,001-468-9457,tommy.hernandez@gmail.com,,Massachusetts,Saint Lucia,Female,30-Apr-24,19-Apr-24,Platinum,Cash,Single,25-Jan-24,Active,19-Feb-24,Cust_1991,gmail.com,29,4885.01,250,4,2.9,2734
Cust_2735,644-360-9363,nicole.campbell@gmail.com,,Arizona,Tonga,Other,23-Oct-24,23-Oct-24,Platinum,Credit Card,Divorced,23-Oct-24,Inactive,05-Feb-24,Cust_6545,gmail.com,33,3370.47,428,6,2.9,2735
Cust_2736,699-481-1832,michael.santos@gmail.com,,Arkansas,Honduras,Male,28-Jul-24,28-Sep-24,Others,Cash,Divorced,30-May-24,Active,09-Jul-24,Cust_5567,gmail.com,44,9612.8,22,9,5,2736
