CustomerID,FirstName,LastName,Email,Phone,Address,City,State,Country,ZipCode,Gender,Age,JoinDate,LastPurchaseDate,TotalSpent,LoyaltyPoints,PurchaseFrequency,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Education,Occupation,Hobbies,AccountCreationDate,AccountStatus,LastUpdated,Notes,ReferrerID,PromotionalEmails,FeedbackRating
Cust_663,Cynthia,Stone,tammy.gutierrez@gmail.com,001-666-834-7919,USNV Cook FPO AE 50339,Gregoryville,Massachusetts,Ghana,,Female,,24-08-2024,13-08-2024,2182.78,438,,Platinum,Debit Card,Single,,Engineer,Sports,29-04-2024,Active,12-09-2024,Include compare.,,TRUE,
Cust_664,James,Davis,kevin.ray@outlook.com,461-398-5439x1175,"6622 Katie Mountain Port Carolineside, FM 34782",Lake Aaron,California,North Macedonia,,Male,,21-08-2024,,5539.53,412,3,Silver,PayPal,,Bachelor,Teacher,Traveling,15-05-2024,Inactive,06-03-2024,Generation another.,,FALSE,
Cust_665,Beth,Hernandez,jasmin.bowen@yahoo.com,001-683-900-5408x7635,USS King FPO AP 41213,Huffmouth,Connecticut,Barbados,,Female,35,11-05-2024,22-06-2024,1223.48,112,,,Credit Card,,Master,Doctor,,,Inactive,11-08-2024,Over west clearly.,Cust_2105,FALSE,
Cust_666,Brendan,Hardin,barbara.wiley@None,9888380674,Unit 1814 Box 9737 DPO AP 09372,Masontown,Minnesota,Greece,84256,Male,,17-02-2024,16-02-2024,7104.32,356,9,Silver,PayPal,Divorced,Master,Other,Music,02-08-2024,,30-07-2024,,,FALSE,
Cust_667,Michelle,Carpenter,jeremy.jones@None,232-709-2494,"830 Garcia Crescent Bryantmouth, NC 96350",Troyburgh,Florida,Suriname,,,59,21-02-2024,02-01-2024,6052.22,50,11,Silver,Credit Card,Married,High School,Other,,,Active,18-03-2024,,,FALSE,
Cust_668,Ernest,Beasley,melanie.small@yahoo.com,442.662.6854,"59305 Garrett Pine Norrisside, MA 54398",Webbberg,New Hampshire,Sri Lanka,94080,Male,,18-02-2024,31-03-2024,2380.46,276,,,Debit Card,Married,,Teacher,Reading,09-01-2024,,20-09-2024,,Cust_4890,TRUE,4.2
Cust_669,Steven,Young,john.graham@gmail.com,400.572.5642x263,"63114 Richard Brook Apt. 351 South Michael, CA 32609",Lake Johnshire,Delaware,Wallis and Futuna,,,,,02-04-2024,2053.13,,,Silver,Credit Card,Divorced,High School,,Music,,,16-08-2024,,Cust_2588,TRUE,
Cust_670,Jonathan,Evans,charlotte.harrison@gmail.com,001-400-335-1346x719,"8108 Emily Drives Port Kevinberg, AR 19903",South Tyler,Hawaii,Malaysia,42158,Female,,,,4688.28,97,,Bronze,PayPal,Single,Master,Other,,28-08-2024,Inactive,15-07-2024,,,TRUE,
Cust_671,Joseph,Smith,brandon.kent@outlook.com,001-752-485-1655,"57553 Hendricks Court West Joshua, ID 78088",Port Patrickchester,Louisiana,Turkey,87568,,,14-03-2024,14-10-2024,8261.7,,,,Credit Card,Single,,Doctor,Traveling,,Inactive,20-04-2024,Subject memory.,,TRUE,2.5
Cust_672,Travis,Bennett,andrew.smith@gmail.com,001-426-663-3554x43893,"39940 Rebecca Radial Harrisville, KS 06046",New Melissashire,Indiana,Cocos (Keeling) Islands,,Male,,28-05-2024,,7762.02,63,7,Platinum,Credit Card,Married,Master,,,,,28-03-2024,Kid easy share rise.,,FALSE,
Cust_673,Todd,Marshall,rebecca.ruiz@gmail.com,218.990.0886,"17379 Washington Stravenue Suite 339 Gonzalezton, NV 49962",Conleyland,Alaska,Russian Federation,18380,Male,63,27-08-2024,01-05-2024,8807.83,,5,Silver,Debit Card,Divorced,High School,Teacher,,02-09-2024,,26-01-2024,,,TRUE,4
Cust_674,Bobby,Weaver,jessica.bailey@yahoo.com,496.379.2629,"022 Brewer Plaza Apt. 322 Heatherport, MS 70513",Jamestown,Texas,Romania,59786,Female,,05-02-2024,,2170.81,464,1,Bronze,Debit Card,Divorced,Master,Doctor,Traveling,,,13-04-2024,Under find list.,,TRUE,4.1
Cust_675,Michael,Porter,shari.figueroa@gmail.com,+1-680-729-3087x5506,"5241 Cruz Forks Apt. 058 North Franciscoside, NM 48078",South Edwardview,Hawaii,Svalbard & Jan Mayen Islands,,Male,,11-08-2024,13-04-2024,1157.11,492,12,Gold,Credit Card,,High School,,,,,29-02-2024,Analysis garden.,Cust_9192,FALSE,1.3
Cust_676,Angela,Johnson,olivia.hammond@yahoo.com,001-917-529-0794,USS Smith FPO AE 33761,Samueltown,Pennsylvania,Netherlands Antilles,6087,,,,,6628.42,,4,Silver,PayPal,Divorced,Master,Doctor,Sports,14-02-2024,Active,06-08-2024,,,TRUE,1.2
Cust_677,Robin,Moore,michelle.daniels@outlook.com,700.973.2422,"0273 Carr Views Suite 694 Andersonstad, DC 37806",Cunninghamshire,Virginia,Honduras,22652,,25,20-05-2024,,2016.98,,2,Gold,PayPal,Single,,,Reading,08-03-2024,Active,31-03-2024,Be blood choose.,Cust_5589,FALSE,
Cust_678,James,Leon,john.price@yahoo.com,001-517-610-0813x62885,"PSC 4614, Box 0030 APO AP 17193",Delgadoport,Iowa,Honduras,93971,Male,32,09-02-2024,,9582.99,85,11,,Debit Card,,High School,,Reading,,Active,16-06-2024,Will off probably.,,TRUE,
Cust_679,Travis,Wagner,monique.bennett@outlook.com,(884)637-0736x72704,"996 Sandoval Field Port Fred, UT 35194",North Johnstad,Florida,Guinea,89137,Male,,13-01-2024,,3193.94,292,1,Bronze,,Divorced,,Other,Reading,05-07-2024,,08-09-2024,,,FALSE,1.6
Cust_680,Jorge,Bell,tyler.mack@outlook.com,813.312.5017x80057,"2047 Emily Union Apt. 175 Brandonport, NE 34779",New Georgeburgh,Texas,Jersey,,Female,,,20-08-2024,996.68,,,Gold,PayPal,Married,Master,,Traveling,18-05-2024,,23-01-2024,Me work send.,Cust_1308,TRUE,1.9
Cust_681,Omar,Smith,morgan.trevino@gmail.com,(812)621-8919,"260 Carlos Cliff Apt. 035 North Keithside, PA 36449",West Daniellemouth,South Carolina,Liberia,,Male,,,05-07-2024,5163.81,,12,Platinum,Debit Card,Divorced,,Doctor,Music,,Active,23-07-2024,Scene family weight.,,TRUE,4.3
Cust_682,David,Gay,dawn.warren@None,273-937-7016x022,"6125 Thompson Center South Jayland, CA 30397",Stevenbury,New Jersey,Monaco,,Female,,06-01-2024,,1223.23,,10,Silver,,Single,Bachelor,Teacher,Music,17-07-2024,,11-03-2024,,Cust_4975,FALSE,1.6
Cust_683,Paul,Underwood,catherine.long@yahoo.com,001-919-530-3016,"645 Bianca Mountain Suite 968 North Matthewside, KY 78764",Port Codybury,Colorado,Marshall Islands,83533,Male,,30-03-2024,19-07-2024,3789.97,196,8,Bronze,,Married,,Doctor,Traveling,29-08-2024,,04-08-2024,,Cust_9533,TRUE,4.6
Cust_684,Crystal,Leblanc,paul.parks@gmail.com,+1-511-457-0049x90325,"869 Baker Place New Paulmouth, ME 16204",Lake Christinefurt,South Dakota,Niue,,Female,,,20-02-2024,4919.29,,10,Gold,,,,,Sports,01-03-2024,Active,01-09-2024,,,FALSE,4.1
Cust_685,Nathan,Carroll,mary.wong@gmail.com,567-540-9015x438,"PSC 6504, Box 8581 APO AP 31850",Amandahaven,Ohio,Cayman Islands,,,,,29-07-2024,836.47,,,Bronze,PayPal,,Bachelor,,Sports,,Active,08-07-2024,Dream TV well over.,Cust_5044,TRUE,
Cust_686,Christopher,Bond,morgan.wood@gmail.com,001-430-913-6568x65659,"190 Emily Parkways Apt. 027 Medinatown, MA 90098",Lake Joshua,Wyoming,Martinique,92677,,,,,9965.79,,,Silver,Debit Card,,,Other,,,,07-02-2024,Reason source rich.,,TRUE,1.4
Cust_687,John,Sullivan,whitney.johnson@yahoo.com,779-867-5753x259,"515 Mccormick Cape Suite 394 Blankenshipbury, TX 56926",Oconnorstad,Utah,Dominican Republic,71842,Female,,29-09-2024,17-04-2024,2130.5,,6,Platinum,Credit Card,Single,,Other,Traveling,06-05-2024,Active,07-03-2024,,,FALSE,2.5
Cust_688,Donald,Lindsey,jordan.lopez@yahoo.com,296.975.2603,"4718 Larson Grove East Meganhaven, CO 13643",North Emilyport,Tennessee,Togo,,,,23-04-2024,,2955.98,30,,,Debit Card,Single,Bachelor,Doctor,,23-04-2024,,29-09-2024,,,FALSE,2.1
Cust_689,Kevin,Lopez,joseph.russell@yahoo.com,389-996-6685x945,"548 Garza Circles Suite 682 Jamesstad, WI 87810",Davisborough,North Carolina,Guyana,,,,,18-04-2024,9731.23,,,,PayPal,Single,High School,Other,Music,,,20-06-2024,Article billion.,,TRUE,2.5
Cust_690,Nancy,Foster,matthew.williams@yahoo.com,(562)205-5769x4346,"7030 Carol Fork Madisonchester, AK 18074",New Hollyland,Nebraska,Iran,,Male,35,,14-02-2024,3121.69,,,Bronze,Credit Card,Divorced,Master,Other,Reading,,Inactive,13-01-2024,,,TRUE,4.7
Cust_691,Shelby,Weeks,jamie.clark@outlook.com,+1-799-645-9330x9920,"6426 Sandra Lane Suite 879 New Bobbyshire, AZ 70847",South Marychester,Maine,Saint Kitts and Nevis,87709,Female,27,,01-10-2024,9596.45,,5,,,Married,,,,20-04-2024,Inactive,18-05-2024,Capital someone.,,TRUE,
Cust_692,Teresa,Oliver,theodore.wilson@outlook.com,-8100,"8481 Campbell Plains Lake Nicholasborough, CO 49471",East Patriciaville,New York,Bolivia,,Female,,26-02-2024,18-01-2024,6429.19,,7,Silver,,,Bachelor,Teacher,Reading,17-09-2024,Inactive,01-10-2024,,,TRUE,1.1
Cust_693,Rebekah,Fisher,christopher.smith@yahoo.com,(940)493-8156,"313 Melton Crest Apt. 289 Port Patrickburgh, CT 56012",Markmouth,North Dakota,Montenegro,,Male,,14-10-2024,09-09-2024,2065.55,,,,Credit Card,Single,Bachelor,Teacher,Traveling,,Active,05-04-2024,,Cust_7717,FALSE,
Cust_694,Tim,Brown,kathleen.morales@yahoo.com,851.479.5420,"75288 Thomas Fort Suite 735 New Cynthia, FL 58633",New Steven,Louisiana,Bahamas,,Female,53,21-06-2024,05-04-2024,7780.54,165,,Silver,,Divorced,,Engineer,Reading,09-06-2024,,15-02-2024,Figure culture guy.,Cust_200,TRUE,
Cust_695,Charles,Warren,michelle.salazar@None,420.921.4897,"28065 Chapman Squares Suite 583 Holdenfurt, CA 74930",West Sergio,Oklahoma,French Polynesia,,,32,03-03-2024,,3839.08,,,Gold,,Single,High School,,Music,,Active,17-06-2024,Myself music.,Cust_7460,TRUE,2.1
Cust_696,Kayla,Martinez,joseph.collier@outlook.com,9243776639,"169 Hoffman Turnpike Kathleentown, CA 16665",Yoderchester,Oklahoma,Singapore,6501,Female,,23-08-2024,,9352.41,,,,PayPal,Divorced,High School,,Reading,17-02-2024,,25-09-2024,Strategy figure.,Cust_8320,FALSE,4.5
Cust_697,Brandon,Meza,alexandria.santos@outlook.com,275-952-1765x2105,"69904 Kennedy Falls Apt. 544 Melissafurt, MA 46805",Lake Oscar,Minnesota,Tajikistan,,Female,42,28-07-2024,14-04-2024,2869.28,428,,,Debit Card,Single,,,Music,28-07-2024,,07-08-2024,,Cust_5161,FALSE,3
Cust_698,Tamara,Shea,emily.sullivan@gmail.com,(854)722-6641,"68151 Mark Summit Jayport, MH 82392",East Tracyville,New York,Slovakia (Slovak Republic),,,,02-06-2024,,1640.21,,8,Bronze,Debit Card,Single,Master,Engineer,Music,14-04-2024,,05-10-2024,Among send oil.,,TRUE,1.9
Cust_699,Ashley,Brown,nancy.morales@gmail.com,+1-295-375-3582x092,"24783 Maria Tunnel South Edwardland, TN 79024",Andreaberg,Arkansas,Canada,38160,,63,06-02-2024,,610.48,429,,Gold,Credit Card,,Bachelor,,Traveling,14-09-2024,Inactive,08-08-2024,Air whole stuff.,Cust_9042,TRUE,
Cust_700,Sherri,Hall,anna.williams@None,(815)514-3256,"85845 Lacey Rapids Lewischester, CT 35282",Jonathanland,Arkansas,South Africa,95984,Female,,,,9567.07,,9,Platinum,Credit Card,Divorced,High School,Doctor,Traveling,,Active,24-04-2024,,Cust_3403,TRUE,2.3
Cust_701,William,Thomas,mallory.barber@None,433-956-1217x5881,"316 Robert Mission Reyestown, ND 37154",Adamton,Nevada,Burundi,,Female,49,,,349.3,,,,Debit Card,Married,High School,Engineer,,27-01-2024,Inactive,18-04-2024,,,TRUE,
Cust_702,Wendy,Wolf,thomas.stephenson@None,001-212-750-7095x912,"53819 Cruz Crossroad Apt. 531 Kimberlyland, MH 87352",Samanthaland,Tennessee,French Southern Territories,,,37,,,8072.58,293,,,PayPal,Single,Bachelor,Doctor,,24-06-2024,Active,26-03-2024,Soldier woman baby.,,FALSE,
Cust_703,Kathleen,Williams,geoffrey.adams@gmail.com,(354)637-7303,"919 Weaver Land Suite 934 Gregoryfort, SD 67660",Jeffreyton,Kansas,Madagascar,,Female,,,,5200.57,447,2,Bronze,Debit Card,Divorced,,Teacher,Reading,,Inactive,20-03-2024,,,FALSE,
Cust_704,Vincent,Mitchell,holly.velez@outlook.com,+1-331-639-1870x82050,"3299 Samantha Loop Amyport, MD 74846",North Codyhaven,Arizona,Jordan,,,,,,6135.86,117,10,Silver,PayPal,Divorced,Master,,Music,,Active,12-10-2024,Heavy be difference.,Cust_5715,TRUE,4
Cust_705,Todd,Sullivan,daniel.bradshaw@yahoo.com,4925636188,"37999 Horton Row New Hannah, FM 62018",Starkland,Idaho,Saint Martin,,Male,,,05-02-2024,8839.02,451,,Platinum,,Single,Master,Doctor,Music,,Inactive,12-01-2024,,Cust_6376,FALSE,
Cust_706,Isaac,Gonzalez,brianna.rocha@None,380.692.2013x270,"77173 Jackson Trail New Gary, AK 64087",Taylorstad,Oregon,Congo,,Male,,11-09-2024,02-08-2024,4638.65,,10,Bronze,Credit Card,Divorced,Master,Teacher,,26-04-2024,,09-10-2024,,Cust_9372,TRUE,
Cust_707,Ana,Davis,michael.rasmussen@None,+1-686-462-1482x807,"031 Wilson Fall North April, NM 81853",Marshallbury,Missouri,Ethiopia,,,,02-08-2024,16-03-2024,2858.11,343,,Bronze,Debit Card,Single,Master,Other,Reading,,Inactive,08-09-2024,Half will share.,Cust_7203,FALSE,
Cust_708,Anthony,Miles,tiffany.whitehead@outlook.com,001-385-607-1292,"PSC 4879, Box 0220 APO AE 84218",Navarroshire,Louisiana,Montenegro,2523,,,,28-03-2024,434.33,65,8,Bronze,Debit Card,Married,High School,Engineer,Traveling,22-01-2024,Inactive,03-04-2024,,Cust_8548,FALSE,
Cust_709,Colleen,Barton,kim.terry@None,975-959-9511x29536,"812 Robert Estate Dariusmouth, MP 96533",Timothystad,Mississippi,Madagascar,,,,17-09-2024,02-09-2024,6890.92,323,,Silver,Credit Card,,,,Sports,10-02-2024,Inactive,10-08-2024,Need upon sister.,,FALSE,1.5
Cust_710,Ricky,Thompson,carl.yates@outlook.com,537.946.5461,"52575 Shawna Parkway Apt. 951 Port Makaylamouth, AL 46485",Phillipshire,Hawaii,Korea,1052,Female,43,,13-10-2024,2192.31,,10,Platinum,Credit Card,Single,Bachelor,Other,,02-07-2024,Inactive,21-03-2024,Above thank much.,Cust_9760,FALSE,4.5
Cust_711,Matthew,Collins,mark.mcmahon@None,-3224,"2160 Mosley Locks Craigfurt, HI 37678",Port Johnny,Illinois,Argentina,49513,,,04-06-2024,29-04-2024,5228.3,,3,,Debit Card,Single,Bachelor,Engineer,,,Active,13-01-2024,,Cust_184,TRUE,1.7
Cust_712,Shannon,Fitzgerald,joseph.thompson@yahoo.com,482-432-5448,"740 Amber Parkway Johnhaven, PW 58220",Angelicaport,Alabama,Norway,72482,Female,52,,,8183.39,229,,Bronze,,Married,Bachelor,Engineer,,,,27-04-2024,Audience often walk.,Cust_4003,TRUE,4.2
Cust_713,Paula,Knight,scott.williams@gmail.com,+1-752-312-4483x9566,"260 Watson Harbors Apt. 887 Bennettmouth, OR 55157",North Alyssatown,New York,Paraguay,,,52,02-03-2024,23-02-2024,9769.11,17,8,Gold,Credit Card,,Master,Other,Sports,07-08-2024,,24-02-2024,,Cust_310,FALSE,2.2
Cust_714,Albert,Pearson,elizabeth.petersen@outlook.com,9617638857,"048 Conrad Forge Chapmanville, VT 39659",Rogerberg,Kansas,Angola,98694,Male,,09-07-2024,,9845.54,,2,Gold,,,High School,Other,Traveling,,,06-08-2024,Painting us.,Cust_2929,FALSE,1.7
Cust_715,Caitlin,Carson,elizabeth.clark@outlook.com,776.727.3790,"3230 Jason Knolls Suite 247 Scottfort, OK 56418",West Bradleyburgh,Florida,Papua New Guinea,11345,,44,22-05-2024,,1750.99,,8,Bronze,Debit Card,Married,Bachelor,Other,,,,11-08-2024,,,FALSE,1.1
Cust_716,Hailey,Oconnor,wendy.farmer@gmail.com,289.771.3585,"477 Caroline Green Christopherchester, TN 77873",West Chris,Arizona,Kyrgyz Republic,,Female,,,,1320.61,53,4,,PayPal,Single,Bachelor,Teacher,Traveling,19-07-2024,Active,22-05-2024,Though major listen.,Cust_5124,TRUE,3.4
Cust_717,Andrew,Carney,arthur.anderson@outlook.com,001-525-728-0057,"394 Cathy Mews Timothyfurt, NE 96475",South Lancechester,Maine,Northern Mariana Islands,,Female,,15-03-2024,,6015.38,,,Gold,,Married,Master,Teacher,Reading,13-03-2024,Active,10-03-2024,Institution example.,,FALSE,
Cust_718,Michelle,Villanueva,chad.brown@None,001-562-203-8850,"66840 Gonzalez Freeway West Alyssa, PR 01570",Leshire,Minnesota,Puerto Rico,32280,Male,,,28-02-2024,4283.11,,,Gold,Debit Card,Married,,Teacher,Traveling,,Inactive,14-09-2024,,Cust_2951,TRUE,4.2
Cust_719,Travis,Jimenez,michelle.figueroa@gmail.com,6562057407,"89158 Martinez Prairie South Beth, VT 50880",Lake Paul,Nevada,British Indian Ocean Territory (Chagos Archipelago),41918,,,,,3384.65,,3,Platinum,,,,Engineer,Reading,15-02-2024,Active,08-01-2024,Half show these.,,FALSE,
Cust_720,Angela,Hernandez,marc.ortiz@outlook.com,645.462.6077x3269,"605 Thomas Avenue Cruzstad, GU 50163",North Jennaview,Oregon,Bhutan,12056,,22,,,6349.02,,4,Bronze,PayPal,Divorced,Bachelor,Engineer,Reading,06-04-2024,,05-03-2024,Economy character.,Cust_1864,TRUE,2.2
Cust_721,Robert,King,yolanda.hill@gmail.com,7852503837,"631 Kyle Hill West Joyshire, WA 43324",Raymondmouth,Indiana,Japan,59450,,56,,,666.05,,11,Platinum,,,Bachelor,,Sports,07-02-2024,Inactive,08-01-2024,,Cust_2090,FALSE,4.4
Cust_722,Hunter,Anderson,madeline.wall@None,001-783-329-0576,"542 Kimberly Station Port Roberto, MS 38144",Lake Jerry,Massachusetts,Portugal,,,,,25-04-2024,8058,,,,PayPal,Single,,Other,Sports,,Active,30-05-2024,,,TRUE,
Cust_723,Stephen,Berg,scott.hurst@outlook.com,810-427-4914x7784,"5966 Jennifer Lights Apt. 874 West Ericside, VT 84307",Michaelchester,Iowa,Syrian Arab Republic,46753,Male,,,,6856.54,26,5,Gold,Credit Card,Single,Master,Teacher,Sports,24-05-2024,Active,07-10-2024,,Cust_6049,TRUE,2.6
Cust_724,Michele,Brown,gina.smith@gmail.com,523.488.6151,USCGC Smith FPO AP 13699,Lake Mollyton,Minnesota,Puerto Rico,80152,Female,59,13-06-2024,,9279.01,,,Bronze,Debit Card,,High School,Teacher,Music,29-01-2024,,10-04-2024,,,TRUE,
Cust_725,Misty,Baxter,gabriel.green@None,001-882-955-5553x533,"222 Anthony Road New Adamland, ME 08381",Tracyburgh,Arkansas,Iraq,99638,,52,,14-05-2024,580.92,,6,Bronze,,Single,Master,Other,Reading,25-03-2024,,21-06-2024,Century father.,Cust_9345,TRUE,4.4
Cust_726,Erik,Solis,gregory.atkins@gmail.com,561.517.5016,"16448 Daniel Expressway Apt. 236 Brittanyberg, RI 78801",Hunterburgh,Nevada,Anguilla,44776,Female,,,09-08-2024,3298.87,,12,Bronze,PayPal,Divorced,Master,Teacher,Sports,20-04-2024,Active,15-10-2024,While program.,Cust_450,TRUE,
Cust_727,Jennifer,Johnson,crystal.garza@gmail.com,001-617-699-3633x476,"526 Michael Ford Apt. 066 Leahton, NC 75374",South Marytown,Washington,Suriname,40608,Male,,,12-10-2024,572.6,254,,Platinum,,Single,,,Traveling,,,06-09-2024,Similar hair party.,Cust_3003,FALSE,1
Cust_728,Mary,Kelley,alyssa.weiss@gmail.com,+1-767-263-2554x222,"240 Daniel Drive North Kevinbury, AL 13987",Joditown,California,Brunei Darussalam,,,47,,,2411.86,,,Gold,Debit Card,Married,High School,Doctor,Music,,,28-01-2024,Several name doctor.,,FALSE,
Cust_729,Benjamin,Dodson,april.williams@None,268.549.2324,"5654 Chandler Squares Harrismouth, MI 35698",Smithtown,Arkansas,Montserrat,68162,Female,36,,,7485.55,276,,Silver,,Single,Bachelor,,Traveling,,,29-01-2024,,Cust_3326,TRUE,
Cust_730,John,Owen,christine.elliott@yahoo.com,-2199,"36966 Price Inlet Apt. 793 Wardmouth, SD 60092",South David,North Dakota,Dominican Republic,,Male,37,,25-07-2024,6063.26,414,,Silver,,,Master,Teacher,Reading,13-07-2024,,22-09-2024,Lot activity.,,FALSE,2.7
Cust_731,Samantha,Smith,michelle.kim@gmail.com,(500)968-2050x4284,"431 Crystal Expressway East Cynthiaview, ID 39236",New Lindseyside,Louisiana,Kazakhstan,,Female,,17-01-2024,19-04-2024,7370.05,,,,PayPal,,,Engineer,,,Inactive,15-05-2024,Investment material.,,TRUE,3.4
Cust_732,Cynthia,Clay,sean.evans@yahoo.com,001-916-444-3106,"0876 Daniel Ferry Apt. 104 Castilloside, AS 23722",Dominguezborough,Maine,Sierra Leone,37866,Female,,,18-05-2024,6247.74,440,8,Gold,PayPal,Single,High School,,,,Active,08-07-2024,,Cust_918,FALSE,4.2
Cust_733,Emily,Patton,caroline.mckee@yahoo.com,+1-253-437-0059x441,"16001 Hughes Manors Suite 385 South Kevinburgh, TN 63363",Port Robert,Florida,Czech Republic,,,,,,8028.55,,,Bronze,,Married,Bachelor,Teacher,Sports,28-03-2024,Active,11-09-2024,White also apply.,,FALSE,2.7
Cust_734,Leslie,Smith,matthew.townsend@yahoo.com,(659)351-8872,"05326 Suarez Haven Apt. 709 Port Jacob, CO 91949",West Annette,Vermont,Bosnia and Herzegovina,,Male,41,17-04-2024,,2580.72,,,Bronze,Credit Card,,,Other,Traveling,02-04-2024,,02-06-2024,,Cust_5056,FALSE,2.7
Cust_735,Anthony,Randolph,alison.moore@gmail.com,8784120155,"PSC 7981, Box 5925 APO AA 34160",North Maria,Oregon,Christmas Island,,Female,,06-03-2024,24-01-2024,9705.37,133,,Platinum,Debit Card,Single,High School,Engineer,Traveling,02-03-2024,Inactive,18-07-2024,,Cust_8513,FALSE,4.8
Cust_736,Donald,Macias,alexander.miller@outlook.com,+1-750-448-8339x31870,"496 Thomas Squares South Gabriella, DC 07548",Evansburgh,South Dakota,Algeria,,,22,18-05-2024,,9888.13,,,Bronze,Debit Card,Single,Bachelor,Teacher,Reading,24-02-2024,,16-05-2024,Yes class old focus.,,FALSE,
Cust_737,Kenneth,Flores,anthony.carlson@None,(820)547-6827,"902 Jordan Cliffs Thomasview, WI 85074",New Ericview,Texas,Benin,16385,Male,,21-09-2024,06-02-2024,8227.59,,,Platinum,,Married,Bachelor,Engineer,Sports,18-08-2024,Active,20-06-2024,,,FALSE,
Cust_738,James,Dunn,daniel.duncan@yahoo.com,(692)372-8220,"696 Danielle Islands Rodriguezville, IL 02149",New Christian,Florida,Qatar,35158,Male,,,,4189.13,,5,Platinum,PayPal,,Master,Other,Sports,07-10-2024,Inactive,25-08-2024,Star argue cover.,Cust_8552,TRUE,
Cust_739,Natalie,Erickson,jerry.flynn@outlook.com,329.334.7833,"862 Pollard Roads Elizabethville, FL 31142",New Dianaville,Indiana,Niger,,Female,,,,7872.81,,,,PayPal,Married,High School,Other,Music,,Inactive,02-09-2024,,Cust_4,FALSE,
Cust_740,Elizabeth,Garcia,sharon.chapman@outlook.com,748.857.6986x899,USNV Garza FPO AA 76883,Allenton,Texas,Pitcairn Islands,96144,Female,,18-02-2024,,8996.84,184,,Bronze,,Single,Bachelor,Engineer,Traveling,09-04-2024,Inactive,29-07-2024,May interesting.,,TRUE,4
Cust_741,Abigail,Cross,julie.mercado@yahoo.com,435-847-3654x417,"17907 Valentine Pass Lake Destinyberg, OR 42773",Debrahaven,Massachusetts,El Salvador,32772,Male,41,26-06-2024,11-09-2024,1868.23,,,Silver,,Married,Master,,,10-06-2024,,05-09-2024,Finish act affect.,Cust_7831,TRUE,
Cust_742,Michael,Austin,amanda.lowe@yahoo.com,001-203-997-3645x61581,"917 Walker Manor Suite 389 East Jaclyn, WA 27429",East Denise,Maine,Somalia,69102,Female,30,,,8041.32,116,,Platinum,Debit Card,Married,Master,,,03-06-2024,Inactive,15-09-2024,,Cust_6563,FALSE,
Cust_743,Neil,Dixon,david.jones@outlook.com,9696097064,"2515 Antonio Ferry Port Ericaland, AZ 55729",East Sarahview,Kansas,Bulgaria,,,66,05-01-2024,31-01-2024,7311.09,,,Bronze,,,Bachelor,Other,,22-05-2024,Active,21-05-2024,,,TRUE,
Cust_744,Tracy,Garcia,justin.williams@yahoo.com,9488210923,USNS Murphy FPO AE 62244,Port Jesus,Wisconsin,Sao Tome and Principe,10196,Male,,30-06-2024,,8927.73,422,,Gold,Debit Card,Married,Bachelor,Teacher,,,Active,28-01-2024,Should consider.,Cust_7066,FALSE,
Cust_745,Christopher,King,kelly.smith@yahoo.com,(730)256-0623x241,"451 Mariah Meadow Apt. 474 Hansenchester, MI 83529",New Daniel,Texas,Iraq,11898,Female,,,25-04-2024,4996.63,,2,Platinum,,Married,High School,Other,Reading,,Active,14-05-2024,,Cust_456,TRUE,
Cust_746,Mary,Matthews,david.young@gmail.com,251-720-4324x7714,"37662 Byrd Walks Suttonville, NE 25424",South Lindaview,Illinois,Greenland,,Male,62,26-08-2024,,9061.5,205,7,,PayPal,Divorced,Master,Doctor,Sports,,,29-04-2024,Within attorney.,,FALSE,
Cust_747,Lisa,Taylor,jack.horton@None,(892)803-1797x399,USNV Solis FPO AP 99633,Bellbury,Virginia,Liechtenstein,,Female,,,31-05-2024,9274.16,326,,Silver,Credit Card,Divorced,,Teacher,,15-08-2024,,01-10-2024,,,TRUE,4.8
Cust_748,Melanie,Johnson,kendra.avery@yahoo.com,(988)854-4962,"55351 Jeffrey Cape Paulchester, NY 23557",East Shelia,Wisconsin,Uruguay,82467,Female,,19-09-2024,,9715.05,,7,Platinum,Debit Card,,Bachelor,Doctor,,,,14-07-2024,,Cust_8846,FALSE,2.2
Cust_749,Randy,Lowe,mitchell.chung@gmail.com,746-617-9847x20839,USNV Perez FPO AP 52096,Manningport,Vermont,Niger,,,24,17-08-2024,,4397.94,464,,Bronze,,Divorced,,Doctor,Sports,25-02-2024,,02-09-2024,,Cust_3149,TRUE,
Cust_750,David,Jenkins,kara.brown@yahoo.com,001-344-320-2000x07078,"7916 Wendy Locks Suite 438 East Michael, NH 77452",Lake Kyleborough,South Carolina,Netherlands,,Male,23,16-07-2024,04-03-2024,1378,386,10,Silver,Credit Card,Divorced,Master,,Sports,,Inactive,03-03-2024,Risk leader.,Cust_7763,TRUE,
Cust_751,Christopher,Gilmore,deborah.nunez@None,552.210.8252x3187,"958 Johnson Ferry Buchananville, KS 39605",East Joshua,Washington,Burkina Faso,20839,Male,44,30-05-2024,21-06-2024,770.72,190,1,Platinum,,,Master,,Traveling,,Inactive,18-06-2024,,,TRUE,3.4
